filename,found,endtime,computation_time
scenario_solver_20_trains_5_units25,True,5400,3.8987197875976562
scenario_solver_20_trains_5_units22,True,5160,4.717068433761597
scenario_solver_20_trains_5_units16,True,5280,5.911268711090088
scenario_solver_20_trains_5_units8,True,5280,4.532414197921753
scenario_solver_20_trains_5_units3,True,4800,4.015913724899292
scenario_solver_20_trains_5_units18,True,5640,3.9711530208587646
scenario_solver_20_trains_5_units11,True,4800,3.679947853088379
scenario_solver_20_trains_5_units16,True,5040,3.9846208095550537
scenario_solver_20_trains_5_units19,True,5040,3.8184783458709717
scenario_solver_20_trains_5_units3,True,5880,4.8507819175720215
scenario_solver_20_trains_5_units27,True,5040,6.250899076461792
scenario_solver_20_trains_5_units21,True,5640,9.363157749176025
scenario_solver_20_trains_5_units1,True,5760,5.308361768722534
