filename,found,total_computation_time
scenario_solver_20_trains_1_units21,True,00:00:08.6746256
scenario_solver_20_trains_1_units22,True,00:00:08.5766174
scenario_solver_10_trains_10_units19,True,00:00:01.0148992
scenario_solver_10_trains_10_units2,True,00:00:01.0593395
scenario_solver_10_trains_10_units20,True,00:00:01.1936901
scenario_solver_10_trains_10_units21,True,00:00:01.1615937
scenario_solver_10_trains_10_units22,True,00:00:01.1207070
scenario_solver_10_trains_4_units14,True,00:00:02.8974406
scenario_solver_10_trains_4_units15,True,00:00:03.2741333
scenario_solver_10_trains_4_units16,True,00:00:03.5136642
scenario_solver_10_trains_4_units17,True,00:00:03.4407943
scenario_solver_10_trains_4_units18,True,00:00:03.0726988
scenario_solver_10_trains_4_units5,True,00:00:03.2097529
scenario_solver_10_trains_4_units6,True,00:00:03.5639587
scenario_solver_10_trains_4_units7,True,00:00:03.5407316
scenario_solver_10_trains_4_units8,True,00:00:03.6946871
scenario_solver_10_trains_4_units9,True,00:00:03.2559072
scenario_solver_27_trains_5_units19,True,00:00:12.5752424
scenario_solver_27_trains_5_units2,True,00:00:15.2838576
scenario_solver_27_trains_5_units20,True,00:00:13.0483404
scenario_solver_27_trains_5_units21,True,00:00:10.9829417
scenario_solver_27_trains_5_units22,True,00:00:12.0669451
scenario_solver_20_trains_20_units19,True,00:00:05.1240170
scenario_solver_20_trains_20_units2,True,00:00:05.1273844
scenario_solver_20_trains_20_units20,True,00:00:03.9847768
scenario_solver_20_trains_20_units21,True,00:00:05.0090066
scenario_solver_20_trains_20_units22,True,00:00:04.6487540
scenario_solver_15_trains_5_units23,True,00:00:05.1274542
scenario_solver_15_trains_5_units24,True,00:00:05.3779627
scenario_solver_15_trains_5_units25,True,00:00:05.1156376
scenario_solver_15_trains_5_units26,True,00:00:05.3577648
scenario_solver_15_trains_5_units27,True,00:00:04.4333271
scenario_solver_25_trains_1_units1,True,00:00:11.6074444
scenario_solver_25_trains_1_units10,True,00:00:11.5457543
scenario_solver_25_trains_1_units11,True,00:00:11.5107216
scenario_solver_25_trains_1_units12,True,00:00:12.2273273
scenario_solver_25_trains_1_units13,True,00:00:11.4746910
scenario_solver_29_trains_29_units1,True,00:00:10.3314855
scenario_solver_29_trains_29_units10,True,00:00:17.0605089
scenario_solver_29_trains_29_units11,True,00:00:10.6157031
scenario_solver_29_trains_29_units12,True,00:00:07.7440544
scenario_solver_29_trains_29_units13,True,00:00:06.6544293
scenario_solver_33_trains_1_units28,True,00:00:50.1165683
scenario_solver_33_trains_1_units29,True,00:00:58.1380740
scenario_solver_33_trains_1_units3,True,00:01:00.7197245
scenario_solver_33_trains_1_units30,True,00:00:43.9418473
scenario_solver_33_trains_1_units4,True,00:00:42.5790692
scenario_solver_30_trains_10_units5,True,00:00:34.6097611
scenario_solver_30_trains_10_units6,True,00:00:13.5195679
scenario_solver_30_trains_10_units7,True,00:00:12.1648389
scenario_solver_30_trains_10_units8,True,00:00:12.3720746
scenario_solver_30_trains_10_units9,True,00:00:14.3645863
scenario_solver_32_trains_32_units28,True,00:00:55.5545891
scenario_solver_32_trains_32_units29,True,00:00:42.9369420
scenario_solver_32_trains_32_units3,True,00:01:14.8964309
scenario_solver_32_trains_32_units30,True,00:00:20.6762208
scenario_solver_32_trains_32_units4,True,00:00:13.4518943
