rho,num_trains,k,time,time_first_solution,solution_found,num_movements
2,30,12,1892.3535554409027,1892.3535554409027,False,152
2,30,5,910.7135014533997,910.7135014533997,True,165
2,30,8,1158.1414813995361,1158.1414813995361,True,161
2,30,4,756.4232370853424,756.4232370853424,True,161
2,30,11,1897.0863673686981,1897.0863673686981,False,185
2,30,12,1865.0424394607544,1865.0424394607544,False,154
2,30,11,1888.6267402172089,1888.6267402172089,False,165
2,30,2,509.89126777648926,509.89126777648926,True,152
2,30,12,1874.1494007110596,1874.1494007110596,False,162
2,30,12,1912.8236725330353,1912.8236725330353,False,175
2,30,14,1895.5827631950378,1895.5827631950378,False,159
2,30,4,926.0826315879822,926.0826315879822,True,186
2,30,7,1052.6859242916107,1052.6859242916107,True,173
2,30,4,686.7634091377258,686.7634091377258,True,170
2,30,8,1187.014166355133,1187.014166355133,True,153
2,30,12,1682.3409085273743,1682.3409085273743,True,171
2,30,12,1824.9737737178802,1824.9737737178802,False,181
2,30,12,1817.0500800609589,1817.0500800609589,False,166
2,30,1,429.268283367157,429.268283367157,True,162
2,30,13,1858.4405300617218,1858.4405300617218,False,158
2,30,13,1816.183268070221,1816.183268070221,False,159
2,30,3,694.8244431018829,694.8244431018829,True,162
2,30,5,940.6583769321442,940.6583769321442,True,174
2,30,1,397.06617403030396,397.06617403030396,True,179
2,30,9,1908.2139189243317,1908.2139189243317,False,165
2,30,12,1930.5527215003967,1930.5527215003967,False,159
2,30,5,876.8926348686218,876.8926348686218,True,164
2,30,14,1864.0767858028412,1864.0767858028412,False,164
2,30,4,775.8991198539734,775.8991198539734,True,160
2,30,5,990.3857736587524,990.3857736587524,True,174
2,30,10,1876.1155271530151,1876.1155271530151,False,157
2,30,11,1908.1479110717773,1908.1479110717773,False,161
2,30,4,730.4044392108917,730.4044392108917,True,151
2,30,6,913.7680504322052,913.7680504322052,True,165
2,30,4,861.249104976654,861.249104976654,True,178
2,30,7,1141.8810877799988,1141.8810877799988,True,158
2,30,9,1896.0029487609863,1896.0029487609863,False,163
2,30,11,1638.8103466033936,1638.8103466033936,True,155
2,30,3,663.7302942276001,663.7302942276001,True,178
2,30,11,1769.7288227081299,1769.7288227081299,True,150
2,30,4,998.1110908985138,998.1110908985138,True,184
2,30,6,983.6230099201202,983.6230099201202,True,147
2,30,11,1808.543791294098,1808.543791294098,False,164
2,30,2,548.5251190662384,548.5251190662384,True,172
2,30,12,1802.778319120407,1802.778319120407,False,161
2,30,4,787.2329792976379,787.2329792976379,True,172
2,30,4,780.9818966388702,780.9818966388702,True,161
2,30,3,621.9409801959991,621.9409801959991,True,176
2,30,3,618.4580669403076,618.4580669403076,True,164
2,30,4,857.8232018947601,857.8232018947601,True,168
2,30,2,550.6126341819763,550.6126341819763,True,155
2,30,12,1626.0453236103058,1626.0453236103058,True,166
2,30,5,933.898355960846,933.898355960846,True,168
2,30,12,1630.4180924892426,1630.4180924892426,True,170
2,30,5,770.5477771759033,770.5477771759033,True,162
2,30,7,1101.1141500473022,1101.1141500473022,True,153
2,30,9,1306.0275177955627,1306.0275177955627,True,160
2,30,7,1176.533005952835,1176.533005952835,True,172
2,30,4,802.3827464580536,802.3827464580536,True,156
2,30,14,1882.9152772426605,1882.9152772426605,False,152
2,30,1,406.0643720626831,406.0643720626831,True,141
2,30,2,556.2661304473877,556.2661304473877,True,153
2,30,3,657.777241230011,657.777241230011,True,170
2,30,3,692.9221794605255,692.9221794605255,True,179
2,30,12,1682.6216213703156,1682.6216213703156,True,166
2,30,6,1030.1929264068604,1030.1929264068604,True,167
2,30,12,1810.7745280265808,1810.7745280265808,False,162
2,30,6,985.7007772922516,985.7007772922516,True,164
2,30,1,430.6510581970215,430.6510581970215,True,162
2,30,2,571.0370941162109,571.0370941162109,True,157
2,30,12,1837.7773530483246,1837.7773530483246,False,156
