n,num_trains,k,time,time_first_solution,solution_found,num_movements
3,30,14,63.403239488601685,63.403239488601685,True,163
3,30,10,55.42217755317688,55.42217755317688,True,163
3,30,15,87.85734724998474,87.85734724998474,True,197
3,30,12,79.02492094039917,79.02492094039917,True,158
3,30,13,65.75490093231201,65.75490093231201,True,157
3,30,12,61.68947505950928,61.68947505950928,True,168
3,30,350,1800.07688331604,1800.07688331604,False,167
3,30,12,62.9091591835022,62.9091591835022,True,146
3,30,16,83.66348719596863,83.66348719596863,True,179
3,30,9,45.706461668014526,45.706461668014526,True,184
3,30,12,63.50227761268616,63.50227761268616,True,167
3,30,14,68.43535900115967,68.43535900115967,True,183
3,30,15,75.75802659988403,75.75802659988403,True,177
3,30,11,50.19806170463562,50.19806170463562,True,158
3,30,20,103.30662870407104,103.30662870407104,True,158
3,30,352,1800.8885035514832,1800.8885035514832,False,186
3,30,12,69.06308507919312,69.06308507919312,True,184
3,30,248,1802.2203240394592,1802.2203240394592,False,152
3,30,12,67.53870940208435,67.53870940208435,True,159
3,30,12,59.68318510055542,59.68318510055542,True,159
3,30,14,74.15861487388611,74.15861487388611,True,158
3,30,356,1801.7513511180878,1801.7513511180878,False,158
3,30,12,62.313695669174194,62.313695669174194,True,172
3,30,22,113.45305442810059,113.45305442810059,True,169
3,30,12,62.25299024581909,62.25299024581909,True,180
3,30,14,76.25313782691956,76.25313782691956,True,182
3,30,12,61.76648020744324,61.76648020744324,True,166
3,30,42,228.87773442268372,228.87773442268372,True,179
3,30,12,68.18287396430969,68.18287396430969,True,156
3,30,16,92.56220650672913,92.56220650672913,True,177
3,30,12,54.084742069244385,54.084742069244385,True,177
3,30,15,78.53813862800598,78.53813862800598,True,165
3,30,8,39.59761619567871,39.59761619567871,True,174
3,30,12,54.32168698310852,54.32168698310852,True,165
3,30,4,26.268551111221313,26.268551111221313,True,198
3,30,13,62.79726529121399,62.79726529121399,True,144
3,30,13,72.24955630302429,72.24955630302429,True,178
3,30,12,66.44130229949951,66.44130229949951,True,180
3,30,17,86.75598311424255,86.75598311424255,True,164
3,30,12,55.465688943862915,55.465688943862915,True,169
3,30,13,61.319846630096436,61.319846630096436,True,154
3,30,13,67.4379985332489,67.4379985332489,True,163
3,30,12,62.81362986564636,62.81362986564636,True,163
3,30,12,59.83033990859985,59.83033990859985,True,168
3,30,12,59.650572776794434,59.650572776794434,True,164
3,30,13,62.718244314193726,62.718244314193726,True,184
3,30,15,71.51563858985901,71.51563858985901,True,167
3,30,12,62.31791973114014,62.31791973114014,True,186
3,30,12,58.98259091377258,58.98259091377258,True,194
3,30,16,80.38388538360596,80.38388538360596,True,168
3,30,12,58.40955114364624,58.40955114364624,True,155
3,30,360,1802.1416544914246,1802.1416544914246,False,179
3,30,23,121.41282510757446,121.41282510757446,True,167
3,30,11,59.53662133216858,59.53662133216858,True,160
3,30,17,82.45709466934204,82.45709466934204,True,163
3,30,13,62.944578647613525,62.944578647613525,True,156
3,30,15,76.72737979888916,76.72737979888916,True,151
3,30,12,62.96676468849182,62.96676468849182,True,189
3,30,12,64.277822971344,64.277822971344,True,175
3,30,12,61.80404758453369,61.80404758453369,True,183
3,30,11,51.10345435142517,51.10345435142517,True,179
3,30,50,275.04957938194275,275.04957938194275,True,179
3,30,13,65.92747735977173,65.92747735977173,True,159
3,30,12,63.914138317108154,63.914138317108154,True,159
3,30,16,82.7138741016388,82.7138741016388,True,163
3,30,13,68.10307455062866,68.10307455062866,True,179
3,30,15,76.95252728462219,76.95252728462219,True,175
3,30,13,75.79090213775635,75.79090213775635,True,167
3,30,11,56.47323417663574,56.47323417663574,True,189
3,30,13,65.89691281318665,65.89691281318665,True,158
3,30,10,56.751660108566284,56.751660108566284,True,174
3,30,14,70.70333671569824,70.70333671569824,True,185
3,30,16,78.47704601287842,78.47704601287842,True,152
3,30,12,66.90144801139832,66.90144801139832,True,163
3,30,12,52.597328662872314,52.597328662872314,True,168
3,30,12,60.78963279724121,60.78963279724121,True,169
3,30,12,59.83923268318176,59.83923268318176,True,157
3,30,14,88.52030158042908,88.52030158042908,True,152
3,30,12,69.39976143836975,69.39976143836975,True,161
3,30,15,66.51296210289001,66.51296210289001,True,177
3,30,429,1801.091980934143,1801.091980934143,False,166
3,30,381,1800.1022684574127,1800.1022684574127,False,174
3,30,13,69.51200532913208,69.51200532913208,True,173
3,30,8,39.97114324569702,39.97114324569702,True,169
3,30,11,57.24559426307678,57.24559426307678,True,171
3,30,11,105.5594916343689,105.5594916343689,True,174
3,30,15,79.70594191551208,79.70594191551208,True,175
3,30,306,1802.8118479251862,1802.8118479251862,False,163
3,30,461,1801.1982114315033,1801.1982114315033,False,167
3,30,11,58.08134150505066,58.08134150505066,True,164
3,30,12,79.080557346344,79.080557346344,True,156
3,30,423,1801.158013343811,1801.158013343811,False,161
3,30,10,48.41395139694214,48.41395139694214,True,193
3,30,18,88.63966226577759,88.63966226577759,True,193
3,30,14,77.15798377990723,77.15798377990723,True,165
3,30,13,71.51643419265747,71.51643419265747,True,189
3,30,16,84.59567928314209,84.59567928314209,True,181
3,30,13,64.56965947151184,64.56965947151184,True,157
